anio,establecimiento,rbd,prueba,promedio
2026,"Colegio Santa Marta De Valdivia
Rama",6826-310,M2,415.3
2026,"Colegio Santa Marta De Valdivia
Rama",6826-310,Historia,516.2
2026,"Colegio Santa Marta De Valdivia
Rama",6826-310,Ciencias,449.8
2026,"Colegio Santa Marta De Valdivia
Rama",6826-310,Obligatoria,617.2
2026,"Colegio Austral
Rama",6828-310,Lenguaje,626.6
2026,"Colegio Austral
Rama",6828-310,M1,645.6
2026,"Colegio Austral
Rama",6828-310,M2,374.2
2026,"Colegio Austral
Rama",6828-310,Historia,544.1
2026,"Colegio Austral
Rama",6828-310,Ciencias,464.2
2026,"Colegio Austral
Rama",6828-310,Obligatoria,636.1
2026,"Instituto Salesiano
Rama",6829-310,Lenguaje,649.3
2026,"Instituto Salesiano
Rama",6829-310,M1,717.5
2026,"Instituto Salesiano
Rama",6829-310,M2,451.7
2026,"Instituto Salesiano
Rama",6829-310,Historia,558.2
2026,"Instituto Salesiano
Rama",6829-310,Ciencias,511.6
2026,"Instituto Salesiano
Rama",6829-310,Obligatoria,683.4
2026,"Colegio Nuestra Senora Del Carmen
Rama",6830-310,Lenguaje,611.0
2026,"Colegio Nuestra Senora Del Carmen
Rama",6830-310,M1,580.5
2026,"Colegio Nuestra Senora Del Carmen
Rama",6830-310,M2,415.3
2026,"Colegio Nuestra Senora Del Carmen
Rama",6830-310,Historia,505.4
2026,"Colegio Nuestra Senora Del Carmen
Rama",6830-310,Ciencias,446.5
2026,"Colegio Nuestra Senora Del Carmen
Rama",6830-310,Obligatoria,596.8
2026,"Colegio Maria Auxiliadora
Rama",6832-310,Lenguaje,652.9
2026,"Colegio Maria Auxiliadora
Rama",6832-310,M1,647.3
2026,"Colegio Maria Auxiliadora
Rama",6832-310,M2,396.2
2026,"Colegio Maria Auxiliadora
Rama",6832-310,Historia,543.7
2026,"Colegio Maria Auxiliadora
Rama",6832-310,Ciencias,491.0
2026,"Colegio Maria Auxiliadora
Rama",6832-310,Obligatoria,650.1
2026,"Colegio Metodista La Trinidad
Rama",6834-310,Lenguaje,594.8
2026,"Colegio Metodista La Trinidad
Rama",6834-310,M1,579.4
2026,"Colegio Metodista La Trinidad
Rama",6834-310,M2,366.0
2026,"Colegio Metodista La Trinidad
Rama",6834-310,Historia,695.0
2026,"Colegio Metodista La Trinidad
Rama",6834-310,Ciencias,458.3
2026,"Colegio Metodista La Trinidad
Rama",6834-310,Obligatoria,587.1
2026,"Colegio Adventista De Valdivia
Rama",6835-310,Lenguaje,603.4
2026,"Colegio Adventista De Valdivia
Rama",6835-310,M1,619.9
2026,"Colegio Adventista De Valdivia
Rama",6835-310,M2,411.6
2026,"Colegio Adventista De Valdivia
Rama",6835-310,Historia,482.9
2026,"Colegio Adventista De Valdivia
Rama",6835-310,Ciencias,483.4
2026,"Colegio Adventista De Valdivia
Rama",6835-310,Obligatoria,613.7
2026,"Colegio Alonso De Ercilla
Rama",6836-310,Lenguaje,627.0
2026,"Colegio Alonso De Ercilla
Rama",6836-310,M1,652.9
2026,"Colegio Alonso De Ercilla
Rama",6836-310,M2,460.4
2026,"Colegio Alonso De Ercilla
Rama",6836-310,Historia,538.8
2026,"Colegio Alonso De Ercilla
Rama",6836-310,Ciencias,486.5
2026,"Colegio Alonso De Ercilla
Rama",6836-310,Obligatoria,642.0
2026,"Colegio Windsor School
Rama",6843-310,Lenguaje,729.9
2026,"Colegio Windsor School
Rama",6843-310,M1,805.3
2026,"Colegio Windsor School
Rama",6843-310,M2,584.4
2026,"Colegio Windsor School
Rama",6843-310,Historia,610.7
2026,"Colegio Windsor School
Rama",6843-310,Ciencias,639.7
2026,"Colegio Windsor School
Rama",6843-310,Obligatoria,767.6
2026,"Instituto Aleman Carlos Anwandter
Rama",6844-310,Lenguaje,724.7
2026,"Instituto Aleman Carlos Anwandter
Rama",6844-310,M1,816.5
2026,"Instituto Aleman Carlos Anwandter
Rama",6844-310,M2,513.4
2026,"Instituto Aleman Carlos Anwandter
Rama",6844-310,Historia,578.4
2026,"Instituto Aleman Carlos Anwandter
Rama",6844-310,Ciencias,612.2
2026,"Instituto Aleman Carlos Anwandter
Rama",6844-310,Obligatoria,770.2
2026,"Liceo San Luis De Alba
Rama",6846-310,Lenguaje,603.8
2026,"Liceo San Luis De Alba
Rama",6846-310,M1,568.9
2026,"Liceo San Luis De Alba
Rama",6846-310,M2,359.0
2026,"Liceo San Luis De Alba
Rama",6846-310,Historia,452.7
2026,"Liceo San Luis De Alba
Rama",6846-310,Ciencias,427.1
2026,"Liceo San Luis De Alba
Rama",6846-310,Obligatoria,586.4
2026,"Liceo San Luis De Alba
Rama",6846-510,Lenguaje,466.8
2026,"Liceo San Luis De Alba
Rama",6846-510,M1,479.3
2026,"Liceo San Luis De Alba
Rama",6846-510,M2,350.0
2026,"Liceo San Luis De Alba
Rama",6846-510,Historia,408.7
2026,"Liceo San Luis De Alba
Rama",6846-510,Ciencias,378.9
2026,"Liceo San Luis De Alba
Rama",6846-510,Obligatoria,473.8
2026,"Liceo San Luis De Alba
Rama",6846-610,Lenguaje,452.5
2026,"Liceo San Luis De Alba
Rama",6846-610,M1,486.3
2026,"Liceo San Luis De Alba
Rama",6846-610,M2,366.0
2026,"Liceo San Luis De Alba
Rama",6846-610,Historia,360.0
2026,"Liceo San Luis De Alba
Rama",6846-610,Ciencias,0.0
2026,"Liceo San Luis De Alba
Rama",6846-610,Obligatoria,483.3
2026,"Liceo San Luis De Alba
Rama",6846-710,Lenguaje,650.0
2026,"Liceo San Luis De Alba
Rama",6846-710,M1,595.0
2026,"Liceo San Luis De Alba
Rama",6846-710,M2,423.0
2026,"Liceo San Luis De Alba
Rama",6846-710,Historia,0.0
2026,"Liceo San Luis De Alba
Rama",6846-710,Ciencias,402.0
2026,"Liceo San Luis De Alba
Rama",6846-710,Obligatoria,622.5
2026,"Liceo Politecnico Pesquero
Rama",6853-610,Lenguaje,421.0
2026,"Liceo Politecnico Pesquero
Rama",6853-610,M1,513.5
2026,"Liceo Politecnico Pesquero
Rama",6853-610,M2,349.0
2026,"Liceo Politecnico Pesquero
Rama",6853-610,Historia,476.0
2026,"Liceo Politecnico Pesquero
Rama",6853-610,Ciencias,360.5
2026,"Liceo Politecnico Pesquero
Rama",6853-610,Obligatoria,467.3
2026,"Liceo Bicentenario Santa Cruz
Rama",6895-310,Lenguaje,565.9
2026,"Liceo Bicentenario Santa Cruz
Rama",6895-310,M1,558.9
2026,"Liceo Bicentenario Santa Cruz
Rama",6895-310,M2,395.8
2026,"Liceo Bicentenario Santa Cruz
Rama",6895-310,Historia,482.3
2026,"Liceo Bicentenario Santa Cruz
Rama",6895-310,Ciencias,416.9
2026,"Liceo Bicentenario Santa Cruz
Rama",6895-310,Obligatoria,563.0
2026,"Seminario San Fidel
Rama",6896-310,Lenguaje,626.8
2026,"Seminario San Fidel
Rama",6896-310,M1,639.6
2026,"Seminario San Fidel
Rama",6896-310,M2,444.3
2026,"Seminario San Fidel
Rama",6896-310,Historia,542.5
2026,"Seminario San Fidel
Rama",6896-310,Ciencias,465.5
2026,"Seminario San Fidel
Rama",6896-310,Obligatoria,633.5
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-310,Lenguaje,574.1
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-310,M1,593.3
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-310,M2,392.2
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-310,Historia,460.5
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-310,Ciencias,426.2
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-310,Obligatoria,587.4
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-410,Lenguaje,517.7
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-410,M1,554.0
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-410,M2,374.0
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-410,Historia,449.3
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-410,Ciencias,388.8
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-410,Obligatoria,537.9
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-510,Lenguaje,500.1
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-510,M1,547.6
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-510,M2,390.0
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-510,Historia,390.6
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-510,Ciencias,377.6
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-510,Obligatoria,532.5
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-610,Lenguaje,489.4
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-610,M1,475.1
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-610,M2,413.7
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-610,Historia,427.0
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-610,Ciencias,383.2
2026,"Liceo Bicentenario De Excelencia Camilo Henriquez G
Rama",6897-610,Obligatoria,482.3
2026,"Liceo Republica Del Brasil
Rama",6899-510,Lenguaje,552.7
2026,"Liceo Republica Del Brasil
Rama",6899-510,M1,583.9
2026,"Liceo Republica Del Brasil
Rama",6899-510,M2,386.6
2026,"Liceo Republica Del Brasil
Rama",6899-510,Historia,497.2
2026,"Liceo Republica Del Brasil
Rama",6899-510,Ciencias,406.3
2026,"Liceo Republica Del Brasil
Rama",6899-510,Obligatoria,568.3
2026,"Liceo Padre Alcuino
Rama",6922-410,Lenguaje,515.5
2026,"Liceo Padre Alcuino
Rama",6922-410,M1,552.9
2026,"Liceo Padre Alcuino
Rama",6922-410,M2,384.9
2026,"Liceo Padre Alcuino
Rama",6922-410,Historia,439.1
2026,"Liceo Padre Alcuino
Rama",6922-410,Ciencias,419.4
2026,"Liceo Padre Alcuino
Rama",6922-410,Obligatoria,534.2
2026,"Liceo Padre Alcuino
Rama",6922-610,Lenguaje,569.0
2026,"Liceo Padre Alcuino
Rama",6922-610,M1,571.7
2026,"Liceo Padre Alcuino
Rama",6922-610,M2,393.5
2026,"Liceo Padre Alcuino
Rama",6922-610,Historia,415.7
2026,"Liceo Padre Alcuino
Rama",6922-610,Ciencias,398.5
2026,"Liceo Padre Alcuino
Rama",6922-610,Obligatoria,570.3
2026,"Colegio Maria Reina
Rama",6925-610,Lenguaje,453.8
2026,"Colegio Maria Reina
Rama",6925-610,M1,462.0
2026,"Colegio Maria Reina
Rama",6925-610,M2,349.0
2026,"Colegio Maria Reina
Rama",6925-610,Historia,377.0
2026,"Colegio Maria Reina
Rama",6925-610,Ciencias,394.0
2026,"Colegio Maria Reina
Rama",6925-610,Obligatoria,457.9
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-310,Lenguaje,559.0
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-310,M1,554.6
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-310,M2,399.8
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-310,Historia,458.6
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-310,Ciencias,418.6
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-310,Obligatoria,558.1
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-410,Lenguaje,506.8
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-410,M1,573.1
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-410,M2,374.1
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-410,Historia,468.4
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-410,Ciencias,369.5
2026,"Liceo Bicentenario Alberto Blest Gana
Rama",6929-410,Obligatoria,545.4
2026,"Colegio Jose Manuel Balmaceda Férnandez
Rama",6983-310,Lenguaje,569.6
2026,"Colegio Jose Manuel Balmaceda Férnandez
Rama",6983-310,M1,566.0
2026,"Colegio Jose Manuel Balmaceda Férnandez
Rama",6983-310,M2,418.8
2026,"Colegio Jose Manuel Balmaceda Férnandez
Rama",6983-310,Historia,480.0
2026,"Colegio Jose Manuel Balmaceda Férnandez
Rama",6983-310,Ciencias,408.5
2026,"Colegio Jose Manuel Balmaceda Férnandez
Rama",6983-310,Obligatoria,566.5
2026,"Colegio Maria Deogracia
Rama",7004-310,Lenguaje,564.7
2026,"Colegio Maria Deogracia
Rama",7004-310,M1,559.8
2026,"Colegio Maria Deogracia
Rama",7004-310,M2,391.7
2026,"Colegio Maria Deogracia
Rama",7004-310,Historia,484.9
2026,"Colegio Maria Deogracia
Rama",7004-310,Ciencias,409.4
2026,"Colegio Maria Deogracia
Rama",7004-310,Obligatoria,562.2
2026,"Liceo San Conrado De Futrono
Rama",7006-310,Lenguaje,586.6
2026,"Liceo San Conrado De Futrono
Rama",7006-310,M1,584.2
2026,"Liceo San Conrado De Futrono
Rama",7006-310,M2,410.9
2026,"Liceo San Conrado De Futrono
Rama",7006-310,Historia,488.2
2026,"Liceo San Conrado De Futrono
Rama",7006-310,Ciencias,426.7
2026,"Liceo San Conrado De Futrono
Rama",7006-310,Obligatoria,587.3
2026,"Liceo San Conrado De Futrono
Rama",7006-610,Lenguaje,525.3
2026,"Liceo San Conrado De Futrono
Rama",7006-610,M1,548.2
2026,"Liceo San Conrado De Futrono
Rama",7006-610,M2,390.3
2026,"Liceo San Conrado De Futrono
Rama",7006-610,Historia,414.9
2026,"Liceo San Conrado De Futrono
Rama",7006-610,Ciencias,374.4
2026,"Liceo San Conrado De Futrono
Rama",7006-610,Obligatoria,539.4
2026,"Liceo San Conrado De Futrono
Rama",7006-710,Lenguaje,478.6
2026,"Liceo San Conrado De Futrono
Rama",7006-710,M1,526.8
2026,"Liceo San Conrado De Futrono
Rama",7006-710,M2,357.5
2026,"Liceo San Conrado De Futrono
Rama",7006-710,Historia,458.5
2026,"Liceo San Conrado De Futrono
Rama",7006-710,Ciencias,369.8
2026,"Liceo San Conrado De Futrono
Rama",7006-710,Obligatoria,515.3
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-310,Lenguaje,548.5
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-310,M1,583.1
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-310,M2,402.0
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-310,Historia,430.1
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-310,Ciencias,431.1
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-310,Obligatoria,564.4
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-610,Lenguaje,484.8
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-610,M1,518.9
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-610,M2,372.6
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-610,Historia,389.0
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-610,Ciencias,395.4
2026,"Liceo Bicentenario De Excelencia Carlos Haverbeck R
Rama",7015-610,Obligatoria,501.9
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-310,Lenguaje,554.5
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-310,M1,577.1
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-310,M2,384.6
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-310,Historia,505.5
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-310,Ciencias,454.6
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-310,Obligatoria,565.8
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-363,Lenguaje,583.0
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-363,M1,502.0
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-363,M2,0.0
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-363,Historia,331.0
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-363,Ciencias,426.0
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-363,Obligatoria,542.5
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-510,Lenguaje,488.5
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-510,M1,528.8
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-510,M2,374.7
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-510,Historia,394.2
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-510,Ciencias,374.4
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-510,Obligatoria,508.7
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-610,Lenguaje,499.2
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-610,M1,492.3
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-610,M2,376.8
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-610,Historia,381.2
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-610,Ciencias,344.5
2026,"Liceo Bicentenario Gabriela Mistral
Rama",7031-610,Obligatoria,495.8
2026,"Liceo Santo Cura De Ars
Rama",7044-310,Lenguaje,588.1
2026,"Liceo Santo Cura De Ars
Rama",7044-310,M1,597.5
2026,"Liceo Santo Cura De Ars
Rama",7044-310,M2,370.3
2026,"Liceo Santo Cura De Ars
Rama",7044-310,Historia,465.9
2026,"Liceo Santo Cura De Ars
Rama",7044-310,Ciencias,432.2
2026,"Liceo Santo Cura De Ars
Rama",7044-310,Obligatoria,592.8
2026,"Liceo Santo Cura De Ars
Rama",7044-410,Lenguaje,569.5
2026,"Liceo Santo Cura De Ars
Rama",7044-410,M1,540.1
2026,"Liceo Santo Cura De Ars
Rama",7044-410,M2,409.5
2026,"Liceo Santo Cura De Ars
Rama",7044-410,Historia,423.0
2026,"Liceo Santo Cura De Ars
Rama",7044-410,Ciencias,393.8
2026,"Liceo Santo Cura De Ars
Rama",7044-410,Obligatoria,554.8
2026,"Liceo Santo Cura De Ars
Rama",7044-610,Lenguaje,527.2
2026,"Liceo Santo Cura De Ars
Rama",7044-610,M1,508.4
2026,"Liceo Santo Cura De Ars
Rama",7044-610,M2,384.3
2026,"Liceo Santo Cura De Ars
Rama",7044-610,Historia,397.0
2026,"Liceo Santo Cura De Ars
Rama",7044-610,Ciencias,398.1
2026,"Liceo Santo Cura De Ars
Rama",7044-610,Obligatoria,517.4
2026,"Centro Educativo Fernando Santivan
Rama",7049-310,Lenguaje,550.8
2026,"Centro Educativo Fernando Santivan
Rama",7049-310,M1,519.6
2026,"Centro Educativo Fernando Santivan
Rama",7049-310,M2,388.7
2026,"Centro Educativo Fernando Santivan
Rama",7049-310,Historia,447.2
2026,"Centro Educativo Fernando Santivan
Rama",7049-310,Ciencias,404.3
2026,"Centro Educativo Fernando Santivan
Rama",7049-310,Obligatoria,535.2
2026,"Centro Educativo Fernando Santivan
Rama",7049-610,Lenguaje,506.8
2026,"Centro Educativo Fernando Santivan
Rama",7049-610,M1,462.5
2026,"Centro Educativo Fernando Santivan
Rama",7049-610,M2,395.5
2026,"Centro Educativo Fernando Santivan
Rama",7049-610,Historia,392.3
2026,"Centro Educativo Fernando Santivan
Rama",7049-610,Ciencias,363.2
2026,"Centro Educativo Fernando Santivan
Rama",7049-610,Obligatoria,484.7
2026,"Complejo Educacional Tierra De Esperanza
Rama",7085-310,Lenguaje,544.0
2026,"Complejo Educacional Tierra De Esperanza
Rama",7085-310,M1,530.9
2026,"Complejo Educacional Tierra De Esperanza
Rama",7085-310,M2,369.3
2026,"Complejo Educacional Tierra De Esperanza
Rama",7085-310,Historia,407.0
2026,"Complejo Educacional Tierra De Esperanza
Rama",7085-310,Ciencias,362.8
2026,"Complejo Educacional Tierra De Esperanza
Rama",7085-310,Obligatoria,537.4
2026,"Liceo Padre Sigisfredo
Rama",7102-410,Lenguaje,547.7
2026,"Liceo Padre Sigisfredo
Rama",7102-410,M1,532.2
2026,"Liceo Padre Sigisfredo
Rama",7102-410,M2,381.8
2026,"Liceo Padre Sigisfredo
Rama",7102-410,Historia,444.2
2026,"Liceo Padre Sigisfredo
Rama",7102-410,Ciencias,394.8
2026,"Liceo Padre Sigisfredo
Rama",7102-410,Obligatoria,539.9
2026,"Liceo Padre Sigisfredo
Rama",7102-610,Lenguaje,528.0
2026,"Liceo Padre Sigisfredo
Rama",7102-610,M1,495.2
2026,"Liceo Padre Sigisfredo
Rama",7102-610,M2,370.6
2026,"Liceo Padre Sigisfredo
Rama",7102-610,Historia,426.7
2026,"Liceo Padre Sigisfredo
Rama",7102-610,Ciencias,380.0
2026,"Liceo Padre Sigisfredo
Rama",7102-610,Obligatoria,511.6
2026,"Colegio De Cultura Y Difusion Artistica
Rama",7128-310,Lenguaje,546.3
2026,"Colegio De Cultura Y Difusion Artistica
Rama",7128-310,M1,550.7
2026,"Colegio De Cultura Y Difusion Artistica
Rama",7128-310,M2,381.0
2026,"Colegio De Cultura Y Difusion Artistica
Rama",7128-310,Historia,482.5
2026,"Colegio De Cultura Y Difusion Artistica
Rama",7128-310,Ciencias,422.9
2026,"Colegio De Cultura Y Difusion Artistica
Rama",7128-310,Obligatoria,549.3
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-310,Lenguaje,621.0
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-310,M1,647.8
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-310,M2,420.0
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-310,Historia,489.3
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-310,Ciencias,456.9
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-310,Obligatoria,634.9
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-410,Lenguaje,575.4
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-410,M1,587.2
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-410,M2,383.5
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-410,Historia,440.7
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-410,Ciencias,400.0
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-410,Obligatoria,583.5
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-510,Lenguaje,521.4
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-510,M1,609.6
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-510,M2,370.9
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-510,Historia,399.0
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-510,Ciencias,443.3
2026,"Liceo Bicentenario Rector Abdon Andrade Coloma
Rama",7129-510,Obligatoria,564.7
2026,Colegio Tecnico Profesional N,7135-510,Lenguaje,514.7
2026,Colegio Tecnico Profesional N,7135-510,M1,660.3
2026,Colegio Tecnico Profesional N,7135-510,M2,347.0
2026,Colegio Tecnico Profesional N,7135-510,Historia,348.0
2026,Colegio Tecnico Profesional N,7135-510,Ciencias,378.7
2026,Colegio Tecnico Profesional N,7135-510,Obligatoria,587.5
2026,Colegio Tecnico Profesional N,7135-610,Lenguaje,515.6
2026,Colegio Tecnico Profesional N,7135-610,M1,505.6
2026,Colegio Tecnico Profesional N,7135-610,M2,360.0
2026,Colegio Tecnico Profesional N,7135-610,Historia,405.0
2026,Colegio Tecnico Profesional N,7135-610,Ciencias,377.4
2026,Colegio Tecnico Profesional N,7135-610,Obligatoria,514.4
2026,Colegio Aleman R,7180-310,Lenguaje,720.8
2026,Colegio Aleman R,7180-310,M1,769.2
2026,Colegio Aleman R,7180-310,M2,471.3
2026,Colegio Aleman R,7180-310,Historia,654.3
2026,Colegio Aleman R,7180-310,Ciencias,583.3
2026,Colegio Aleman R,7180-310,Obligatoria,745.0
2026,"Colegio Santa Marta
Rama",7181-310,Lenguaje,638.1
2026,"Colegio Santa Marta
Rama",7181-310,M1,637.9
2026,"Colegio Santa Marta
Rama",7181-310,M2,418.8
2026,"Colegio Santa Marta
Rama",7181-310,Historia,531.9
2026,"Colegio Santa Marta
Rama",7181-310,Ciencias,454.0
2026,"Colegio Santa Marta
Rama",7181-310,Obligatoria,638.0
2026,"Colegio Padre Damian
Rama",7183-510,Lenguaje,577.0
2026,"Colegio Padre Damian
Rama",7183-510,M1,586.5
2026,"Colegio Padre Damian
Rama",7183-510,M2,383.8
2026,"Colegio Padre Damian
Rama",7183-510,Historia,511.3
2026,"Colegio Padre Damian
Rama",7183-510,Ciencias,434.6
2026,"Colegio Padre Damian
Rama",7183-510,Obligatoria,581.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-310,Lenguaje,575.4
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-310,M1,577.6
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-310,M2,388.6
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-310,Historia,470.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-310,Ciencias,425.3
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-310,Obligatoria,577.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-363,Lenguaje,478.7
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-363,M1,421.7
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-363,M2,369.5
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-363,Historia,459.0
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-363,Ciencias,344.0
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-363,Obligatoria,450.2
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-410,Lenguaje,555.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-410,M1,562.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-410,M2,352.3
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-410,Historia,457.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-410,Ciencias,471.0
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-410,Obligatoria,559.3
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-510,Lenguaje,480.0
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-510,M1,526.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-510,M2,396.2
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-510,Historia,391.8
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-510,Ciencias,383.6
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-510,Obligatoria,506.7
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-610,Lenguaje,540.5
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-610,M1,518.2
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-610,M2,342.7
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-610,Historia,516.0
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-610,Ciencias,372.3
2026,"Liceo Rodulfo Amando Philippi
Rama",7200-610,Obligatoria,529.3
2026,"Colegio Proyecto De Futuro
Rama",7202-310,Lenguaje,573.8
